,book_title,text,numerical
4227,the last stand of the tin can sailors: the extraordinary world war ii story of the u.s. navy's finest hour,jamesd.hornfischer history nonfiction the last stand of the tin can sailors: the extraordinary world war ii story of the u.s. navy's finest hour,1.9455
4228,king,t.m.frazier romance dark king,1.9255
4229,blitzed: drugs in the third reich,normanohler history nonfiction blitzed: drugs in the third reich,1.608
4230,black hawk down: a story of modern war,markbowden history nonfiction black hawk down: a story of modern war,1.8505
4231,ricochet,kerilake dark romance ricochet,1.7245000000000001
4232,marley,lesleyjones romance romance marley,2.1725000000000003
4233,the rising tide,jeffshaara historical fiction the rising tide,1.732
4234,gone to soldiers,margepiercy historical fiction gone to soldiers,1.7189999999999999
4235,before we were strangers,reneecarlino romance newadult before we were strangers,1.7810000000000001
4236,charlotte gray,sebastianfaulks historical fiction charlotte gray,1.3545000000000003
4237,five quarters of the orange,joanneharris fiction historical five quarters of the orange,1.3875
4238,the postmistress,sarahblake historical fiction the postmistress,0.733
4239,enigma,robertharris historical fiction enigma,1.4394999999999998
4240,hollywood dirt,alessandratorre romance romance hollywood dirt,1.6774999999999998
4241,"good night, mr. tom","michellemagorian historical fiction good night, mr. tom",1.9200000000000002
4242,empire of the sun,j.g.ballard fiction historical empire of the sun,1.423
4243,confessions of a reformed tom cat,daisyprescott romance romance confessions of a reformed tom cat,1.514
4244,verum,courtneycole newadult mystery verum,1.5785
4245,the fall up,alymartinez romance newadult the fall up,1.7465000000000002
4246,the paper swan,leylahattar romance dark the paper swan,1.8539999999999999
4247,conviction,corinnemichaels romance war conviction,1.9675000000000002
4248,wild reckless,gingerscott romance newadult wild reckless,1.6725000000000003
4249,a stone in the sea,a.l.jackson romance newadult a stone in the sea,1.6590000000000003
4250,the five stages of falling in love,rachelhigginson romance contemporary the five stages of falling in love,1.865
4251,the mason list,s.d.hendrickson romance newadult the mason list,1.8209999999999997
4252,the spiderwick chronicles box set,tonyditerlizzi fantasy childrens the spiderwick chronicles box set,1.569
4253,the darkest hour,erinhunter fantasy animals the darkest hour,2.1235
4254,touched,corrinejackson fantasy youngadult touched,1.575
4255,mortal danger,annaguirre youngadult fantasy mortal danger,1.266
4256,love and louis xiv: the women in the life of the sun king,antoniafraser history nonfiction love and louis xiv: the women in the life of the sun king,1.4819999999999998
4257,wish you were here,ritamaebrown mystery fiction wish you were here,1.3935
4258,thyme of death,susanwittigalbert mystery mystery thyme of death,1.4274999999999998
4259,murphy's law,rhysbowen mystery historical murphy's law,1.4335
4260,miss zukas and the library murders,jodereske mystery mystery miss zukas and the library murders,1.2970000000000002
4261,may b.,carolinestarrrose historical poetry may b.,1.3725
4262,the revenant,soniagensler historical youngadult the revenant,1.1385
4263,here lies bridget,paigeharbison youngadult contemporary here lies bridget,0.9435
4264,"kat, incorrigible","stephanieburgis fantasy childrens kat, incorrigible",1.5335
4265,populazzi,eliseallen youngadult romance populazzi,1.113
4266,what angels fear,c.s.harris mystery historical what angels fear,1.5829999999999997
4267,eggs in purgatory,laurachilds mystery mystery eggs in purgatory,1.3285
4268,crewel world,monicaferris mystery mystery crewel world,1.296
4269,"the cat, the quilt and the corpse","leannsweeney mystery mystery the cat, the quilt and the corpse",1.5725
4270,curiosity killed the cat sitter,blaizeclement mystery mystery curiosity killed the cat sitter,1.4674999999999998
4271,the diva runs out of thyme,kristadavis mystery mystery the diva runs out of thyme,1.588
4272,brownies and broomsticks,baileycates mystery mystery brownies and broomsticks,1.442
4273,witch eyes,scotttracey fantasy youngadult witch eyes,1.2850000000000001
4274,a killer plot,elleryadams mystery mystery a killer plot,1.3980000000000001
4275,virtuosity,jessicamartinez youngadult contemporary virtuosity,1.268
4276,just desserts,g.a.mckevett mystery mystery just desserts,1.5225
4277,one bad apple,sheilaconnolly mystery mystery one bad apple,1.3375000000000001
4278,malice in maggody,joanhess mystery mystery malice in maggody,1.3485
4279,glazed murder,jessicabeck mystery mystery glazed murder,1.3064999999999998
4280,the body in the transept,jeannem.dams mystery mystery the body in the transept,1.191
4281,death at wentwater court,caroladunn mystery historical death at wentwater court,1.252
4282,state of the onion,juliehyzy mystery mystery state of the onion,1.4725
4283,mum's the word,katecollins mystery mystery mum's the word,1.3725
4284,vesper,jeffsampson youngadult fantasy vesper,1.2345000000000002
4285,murder on astor place,victoriathompson mystery historical murder on astor place,1.509
4286,secondhand spirits,julietblackwell mystery fantasy secondhand spirits,1.504
4287,and only to deceive,tashaalexander mystery historical and only to deceive,1.308
4288,murder of a small-town honey,deniseswanson mystery mystery murder of a small-town honey,1.3615
4289,sprinkle with murder,jennmckinlay mystery mystery sprinkle with murder,1.4809999999999999
4290,lowcountry boil,susanm.boyer mystery mystery lowcountry boil,1.6235
4291,changeling,deliasherman fantasy youngadult changeling,1.2685
4292,poison,chriswooding fantasy youngadult poison,1.5979999999999999
4293,murder on the rocks,karenmacinerney mystery mystery murder on the rocks,1.3175000000000001
4294,the faeries' oracle,brianfroud fantasy art the faeries' oracle,1.8424999999999998
4295,how to murder a millionaire,nancymartin mystery mystery how to murder a millionaire,1.4065
4296,warped,maurissaguibord fantasy youngadult warped,1.246
4297,the liar society,lisaroecker mystery youngadult the liar society,1.3215000000000001
4298,grime and punishment,jillchurchill mystery mystery grime and punishment,1.329
4299,silent in the grave,deannaraybourn mystery historical silent in the grave,1.5065
4300,other words for love,lorrainezagorosenthal youngadult romance other words for love,1.3935
4301,witch way to murder,shirleydamsgaard mystery fantasy witch way to murder,1.359
4302,death at bishop's keep,robinpaige mystery mystery death at bishop's keep,1.342
4303,the girl who circumnavigated fairyland in a ship of her own making,catherynnem.valente fantasy youngadult the girl who circumnavigated fairyland in a ship of her own making,1.5225
4304,this pen for hire,lauralevine mystery mystery this pen for hire,1.287
4305,the chocolate cat caper,joannacarl mystery mystery the chocolate cat caper,1.2970000000000002
4306,them bones,carolynhaines mystery mystery them bones,1.541
4307,"knit one, kill two","maggiesefton mystery crafts knit one, kill two",1.113
4308,lady cottington's pressed fairy book,terryjones fantasy art lady cottington's pressed fairy book,1.553
4309,fool's puzzle,earlenefowler mystery mystery fool's puzzle,1.532
4310,the trouble with magic,madelynalt mystery fantasy the trouble with magic,1.3090000000000002
4311,dog on it,spencerquinn mystery fiction dog on it,1.4785
4312,clarity,kimharrington youngadult fantasy clarity,1.431
4313,deal breaker,harlancoben mystery fiction deal breaker,1.537
4314,homicide in hardcover,katecarlisle mystery mystery homicide in hardcover,1.4100000000000001
4315,how to ditch your fairy,justinelarbalestier fantasy youngadult how to ditch your fairy,0.9165
4316,falling under,gwenhayes youngadult fantasy falling under,1.324
4317,cocaine blues,kerrygreenwood mystery historical cocaine blues,1.3885
4318,the iron witch,karenmahoney youngadult fantasy the iron witch,1.0690000000000002
4319,the thin woman,dorothycannell mystery fiction the thin woman,1.4020000000000001
4320,murder is binding,lornabarrett mystery mystery murder is binding,1.2715
4321,the man with a load of mischief,marthagrimes mystery fiction the man with a load of mischief,1.514
4322,murder on a girls' night out,annegeorge mystery mystery murder on a girls' night out,1.7465000000000002
4323,knife,r.j.anderson fantasy youngadult knife,1.4935
4324,taunting destiny,ameliahutchins fantasy fantasy taunting destiny,1.9905000000000002
4325,aunt dimity's death,nancyatherton mystery mystery aunt dimity's death,1.5030000000000001
4326,on what grounds,cleocoyle mystery mystery on what grounds,1.3405
4327,maisie dobbs,jacquelinewinspear mystery historical maisie dobbs,1.5225
4328,insomnia,j.r.johansson youngadult fantasy insomnia,1.3835000000000002
4329,inhuman,katfalls sciencefiction youngadult inhuman,1.613
4330,murder with peacocks,donnaandrews mystery mystery murder with peacocks,1.4775
4331,death of a gossip,m.c.beaton mystery fiction death of a gossip,1.252
4332,the faery reel: tales from the twilight realm,ellendatlow fantasy shortstories the faery reel: tales from the twilight realm,1.5010000000000001
4333,when we wake,karenhealey youngadult sciencefiction when we wake,1.1375
4334,still life,louisepenny mystery fiction still life,1.5939999999999999
4335,fairy tale,cynbalog youngadult fantasy fairy tale,0.98
4336,the space between,kristiecook fantasy newadult the space between,1.6415
4337,faerie wars,herbiebrennan fantasy youngadult faerie wars,1.1724999999999999
4338,chocolate chip cookie murder,joannefluke mystery mystery chocolate chip cookie murder,1.2615
4339,stung,bethanywiggins youngadult sciencefiction stung,1.6055000000000001
4340,the rules,staceykade youngadult sciencefiction the rules,1.492
4341,reclaim my heart,donnafasano romance romance reclaim my heart,1.3530000000000002
4342,the bungalow,sarahjio historical fiction the bungalow,1.4545
4343,the power of one,brycecourtenay fiction historical the power of one,1.9064999999999999
4344,we are legion - we are bob,dennise.taylor sciencefiction fiction we are legion - we are bob,1.9540000000000002
4345,david sedaris - 14 cd boxed set,davidsedaris humor nonfiction david sedaris - 14 cd boxed set,1.9585
4346,born a crime: stories from a south african childhood,trevornoah nonfiction autobiography born a crime: stories from a south african childhood,2.1134999999999997
4347,ladies coupé,anitanair cultural fiction ladies coupé,1.0705
4348,dad is fat,jimgaffigan humor nonfiction dad is fat,1.2835
4349,love stories that touched my heart,ravindersingh romance love love stories that touched my heart,1.04
4350,battle for bittora,anujachauhan romance womensfiction battle for bittora,1.124
4351,modern romance,azizansari nonfiction humor modern romance,1.38
4352,accidentally in love… with him? again?,nikitasingh romance fiction accidentally in love… with him? again?,0.8765
4353,the bankster,ravisubramanian fiction thriller the bankster,1.044
4354,few things left unsaid,sudeepnagarkar romance fiction few things left unsaid,0.8495
4355,the rozabal line,ashwinsanghi fiction thriller the rozabal line,0.8545
4356,asura: tale of the vanquished,anandneelakantan fantasy fiction asura: tale of the vanquished,1.2309999999999999
4357,johnny gone down,karanbajaj fiction cultural johnny gone down,0.979
4358,little princes: one man's promise to bring home the lost children of nepal,conorgrennan nonfiction autobiography little princes: one man's promise to bring home the lost children of nepal,1.9065
4359,the songlines,brucechatwin travel nonfiction the songlines,1.468
4360,kabul beauty school: an american woman goes behind the veil,deborahrodriguez nonfiction autobiography kabul beauty school: an american woman goes behind the veil,1.1375
4361,the bookseller of kabul,åsneseierstad nonfiction autobiography the bookseller of kabul,1.3565
4362,the geography of bliss: one grump's search for the happiest places in the world,ericweiner nonfiction travel the geography of bliss: one grump's search for the happiest places in the world,1.363
4363,river town: two years on the yangtze,peterhessler cultural travel river town: two years on the yangtze,1.815
4364,dark star safari: overland from cairo to cape town,paultheroux travel cultural dark star safari: overland from cairo to cape town,1.4545
